55348	南投县	水里乡	一部巷	全
55343	南投县	水里乡	七贤一街	全
55343	南投县	水里乡	七贤二街	全
55343	南投县	水里乡	七贤路	全
55352	南投县	水里乡	二坪路	全
55348	南投县	水里乡	二部巷	全
55343	南投县	水里乡	八德街	全
55347	南投县	水里乡	三部巷	全
55346	南投县	水里乡	大平巷	全
55341	南投县	水里乡	大同巷	全
55346	南投县	水里乡	大林巷	全
55345	南投县	水里乡	大湾路	全
55345	南投县	水里乡	山顶巷	全
55351	南投县	水里乡	山樱路	全
55343	南投县	水里乡	中山一街	全
55343	南投县	水里乡	中山二街	全
55343	南投县	水里乡	中山东街	全
55344	南投县	水里乡	中山路１段	全
55344	南投县	水里乡	中山路２段	全
55341	南投县	水里乡	中央巷	全
55341	南投县	水里乡	中正路	全
55353	南投县	水里乡	中富街	单  43号以下
55341	南投县	水里乡	中富街	单  45号以上
55353	南投县	水里乡	中富街	双  32号以下
55341	南投县	水里乡	中富街	双  34号以上
55342	南投县	水里乡	五福路	全
55381	南投县	水里乡	仁爱路	全
55343	南投县	水里乡	六合一街	全
55343	南投县	水里乡	六合二街	全
55342	南投县	水里乡	六合三街	全
55343	南投县	水里乡	六合街	全
55342	南投县	水里乡	六合路	单  57号以下
55343	南投县	水里乡	六合路	单  59号以上
55342	南投县	水里乡	六合路	双  98号以下
55343	南投县	水里乡	六合路	双 100号以上
55343	南投县	水里乡	公园街	全
55341	南投县	水里乡	太平街	全
55345	南投县	水里乡	水里一路	全
55345	南投县	水里乡	水里二路	全
55345	南投县	水里乡	水里三路	全
55345	南投县	水里乡	水里五路	全
55345	南投县	水里乡	水里六路	全
55345	南投县	水里乡	水里路	全
55343	南投县	水里乡	水云路	全
55342	南投县	水里乡	北埔街	全
55341	南投县	水里乡	市场街	全
55349	南投县	水里乡	民生路	单 337号以下
55353	南投县	水里乡	民生路	单 339号以上
55349	南投县	水里乡	民生路	双 288号以下
55353	南投县	水里乡	民生路	双 290号以上
55342	南投县	水里乡	民族路	单 329号以下
55341	南投县	水里乡	民族路	单 331号以上
55342	南投县	水里乡	民族路	双 444号以下
55341	南投县	水里乡	民族路	双 446号以上
55345	南投县	水里乡	民权巷	全
55341	南投县	水里乡	民权路	单 111号以下
55343	南投县	水里乡	民权路	单 113号以上
55341	南投县	水里乡	民权路	双 172号以下
55343	南投县	水里乡	民权路	双 176号以上
55381	南投县	水里乡	永乐巷	全
55350	南投县	水里乡	永丰巷	全
55342	南投县	水里乡	玉山街	全
55345	南投县	水里乡	光复街	全
55343	南投县	水里乡	名水路１段	全
55346	南投县	水里乡	圳头巷	全
55347	南投县	水里乡	安村巷	全
55349	南投县	水里乡	成功路	全
55345	南投县	水里乡	竹湖巷	全
55343	南投县	水里乡	自由路	全
55343	南投县	水里乡	自由路２段	全
55341	南投县	水里乡	和平巷	全
55382	南投县	水里乡	忠信巷	全
55345	南投县	水里乡	明潭巷	全
55342	南投县	水里乡	东三街	全
55346	南投县	水里乡	林朋巷	全
55351	南投县	水里乡	金城路	全
55345	南投县	水里乡	金龙路	全
55344	南投县	水里乡	南七街	全
55342	南投县	水里乡	南光街	全
55343	南投县	水里乡	南昌街	全
55349	南投县	水里乡	南湖路	全
55341	南投县	水里乡	城中巷	全
55341	南投县	水里乡	城安街	全
55341	南投县	水里乡	城福街	全
55341	南投县	水里乡	城乐街	全
55345	南投县	水里乡	帝君巷	全
55346	南投县	水里乡	苗圃巷	全
55347	南投县	水里乡	香蕉巷	全
55346	南投县	水里乡	草山巷	连  22号以下
55382	南投县	水里乡	草山巷	连  23号以上
55348	南投县	水里乡	郡坑巷	全
55345	南投县	水里乡	高山巷	全
55347	南投县	水里乡	梧桐巷	全
55345	南投县	水里乡	深坑巷	全
55346	南投县	水里乡	顶崁巷	全
55343	南投县	水里乡	博爱路	全
55351	南投县	水里乡	新城巷	全
55351	南投县	水里乡	新城路	全
55351	南投县	水里乡	新福路	全
55345	南投县	水里乡	新兴巷	全
55381	南投县	水里乡	万寿巷	全
55341	南投县	水里乡	农富路	全
55351	南投县	水里乡	福德路	全
