36444	苗栗县	大湖乡	九芎坪	全
36442	苗栗县	大湖乡	八份	全
36444	苗栗县	大湖乡	八寮湾	全
36442	苗栗县	大湖乡	十份	全
36442	苗栗县	大湖乡	三十二份	全
36446	苗栗县	大湖乡	下湖	全
36444	苗栗县	大湖乡	下街	全
36445	苗栗县	大湖乡	上坪	全
36445	苗栗县	大湖乡	上坪街	全
36446	苗栗县	大湖乡	上湖	全
36445	苗栗县	大湖乡	大南势	全
36447	苗栗县	大湖乡	大窝	全
36446	苗栗县	大湖乡	小邦	全
36445	苗栗县	大湖乡	小南势	全
36441	苗栗县	大湖乡	中山路	全
36444	苗栗县	大湖乡	中正路	单  45号以下
36441	苗栗县	大湖乡	中正路	单  47号以上
36444	苗栗县	大湖乡	中正路	双  40号以下
36441	苗栗县	大湖乡	中正路	　   2巷全
36441	苗栗县	大湖乡	中正路	双  42号以上
36444	苗栗县	大湖乡	中正路育英巷	全
36444	苗栗县	大湖乡	中正路金湖巷	全
36441	苗栗县	大湖乡	中正路福德巷	全
36441	苗栗县	大湖乡	中原路	全
36441	苗栗县	大湖乡	中华路	全
36445	苗栗县	大湖乡	仁爱路	连  94号以下
36441	苗栗县	大湖乡	仁爱路	连  95号以上
36442	苗栗县	大湖乡	内双坑	全
36444	苗栗县	大湖乡	化人公	全
36445	苗栗县	大湖乡	反水	全
36441	苗栗县	大湖乡	文化街	全
36443	苗栗县	大湖乡	水尾	全
36443	苗栗县	大湖乡	水尾坪	全
36446	苗栗县	大湖乡	水流东	连  44号以下
36442	苗栗县	大湖乡	水流东	连  45号以上
36445	苗栗县	大湖乡	水源地	全
36445	苗栗县	大湖乡	水源路	全
36447	苗栗县	大湖乡	水头寮	全
36442	苗栗县	大湖乡	四份	全
36447	苗栗县	大湖乡	四寮坪	全
36441	苗栗县	大湖乡	民生路	全
36441	苗栗县	大湖乡	民生路力行巷	全
36441	苗栗县	大湖乡	民族路	全
36441	苗栗县	大湖乡	民族路名进巷	全
36441	苗栗县	大湖乡	民权路	全
36441	苗栗县	大湖乡	永乐街	全
36442	苗栗县	大湖乡	白石下	全
36447	苗栗县	大湖乡	石屋	全
36441	苗栗县	大湖乡	合作街	全
36442	苗栗县	大湖乡	百二份	全
36444	苗栗县	大湖乡	竹高屋	全
36444	苗栗县	大湖乡	竹高厝	全
36442	苗栗县	大湖乡	竹桥	全
36442	苗栗县	大湖乡	竹头围	全
36446	苗栗县	大湖乡	坑美寮	全
36441	苗栗县	大湖乡	和平路	全
36442	苗栗县	大湖乡	和兴	全
36445	苗栗县	大湖乡	忠孝路	连  98号以下
36441	苗栗县	大湖乡	忠孝路	连  99号以上
36441	苗栗县	大湖乡	忠孝路营林巷	全
36441	苗栗县	大湖乡	明湖街	全
36446	苗栗县	大湖乡	武荣	全
36444	苗栗县	大湖乡	法云寺	全
36445	苗栗县	大湖乡	社寮角	全
36442	苗栗县	大湖乡	羌麻园	全
36445	苗栗县	大湖乡	信义路	连  17号以下
36441	苗栗县	大湖乡	信义路	连  18号以上
36447	苗栗县	大湖乡	南昌路	全
36447	苗栗县	大湖乡	南昌路民安巷	全
36446	苗栗县	大湖乡	南昌路富民巷	全
36447	苗栗县	大湖乡	南昌路护安巷	全
36447	苗栗县	大湖乡	南湖坑	全
36444	苗栗县	大湖乡	重光路	全
36445	苗栗县	大湖乡	香林	全
36441	苗栗县	大湖乡	砲石	全
36447	苗栗县	大湖乡	草崠	全
36446	苗栗县	大湖乡	淋漓坪	全
36442	苗栗县	大湖乡	盛兴	全
36445	苗栗县	大湖乡	麻竹窝	全
36441	苗栗县	大湖乡	博爱街	全
36442	苗栗县	大湖乡	新开	全
36447	苗栗县	大湖乡	蔗部坪	全
36444	苗栗县	大湖乡	龟山	连   9号以下
36447	苗栗县	大湖乡	龟山	连  10号以上
36447	苗栗县	大湖乡	锅仔崠	全
36444	苗栗县	大湖乡	鸿福	全
36447	苗栗县	大湖乡	旧糖厂	全
36442	苗栗县	大湖乡	双坑	全
36442	苗栗县	大湖乡	关刀山	全
36444	苗栗县	大湖乡	芎蕉坑	全
